shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
20002,43.427671,-80.526395,170005
20002,43.427671,-80.526395,180001
20002,43.427902,-80.525783,180002
20002,43.428732,-80.523599,180003
20002,43.428266,-80.523278,180004
20002,43.428266,-80.523278,190001
20002,43.428064,-80.523139,190002
20002,43.427248,-80.522512,190003
20002,43.426202,-80.521688,190004
20002,43.426202,-80.521688,200001
20002,43.426056,-80.521573,200002
20002,43.425582,-80.521143,200003
20002,43.424752,-80.520295,200004
20002,43.423626,-80.519167,200005
20002,43.423626,-80.519167,210001
20002,43.423509,-80.519051,210002
20002,43.423287,-80.518849,210003
20002,43.421824,-80.517021,210004
20002,43.421201,-80.516298,210005
20002,43.420651,-80.515718,210006
20002,43.420876,-80.515333,210007
20002,43.421055,-80.515058,210008
20002,43.421055,-80.515058,220001
20002,43.421156,-80.514901,220002
20002,43.421346,-80.514545,220003
20002,43.421733,-80.512989,220004
20002,43.421834,-80.512750,220005
20002,43.422014,-80.512536,220006
20002,43.422137,-80.512459,220007
20002,43.422296,-80.512405,220008
20002,43.422415,-80.512401,220009
20002,43.423328,-80.512565,220010
20002,43.423696,-80.512613,220011
20002,43.423953,-80.512613,220012
20002,43.424060,-80.512589,220013
20002,43.424060,-80.512589,230001
20002,43.424248,-80.512548,230002
20002,43.424477,-80.512460,230003
20002,43.424814,-80.512251,230004
20002,43.425077,-80.512030,230005
20002,43.426106,-80.511154,230006
20002,43.426106,-80.511154,240001
20002,43.426189,-80.511084,240002
20002,43.426453,-80.510805,240003
20002,43.426685,-80.510473,240004
20002,43.426893,-80.510064,240005
20002,43.427425,-80.508857,240006
20002,43.427846,-80.507900,240007
20002,43.428210,-80.507070,240008
20002,43.428210,-80.507070,250001
20002,43.428278,-80.506916,250002
20002,43.428418,-80.506538,250003
20002,43.428505,-80.506184,250004
20002,43.428547,-80.505813,250005
20002,43.428541,-80.505521,250006
20002,43.428433,-80.504715,250007
20002,43.428436,-80.504255,250008
20002,43.428498,-80.503578,250009
20002,43.428575,-80.502686,250010
20002,43.428575,-80.502686,260001
20002,43.428602,-80.502372,260002
20002,43.428912,-80.499114,260003
20002,43.428912,-80.499114,270001
20002,43.428929,-80.498942,270002
20002,43.428978,-80.498408,270003
20002,43.429014,-80.498263,270004
20002,43.429528,-80.496681,270005
20002,43.429528,-80.496681,280001
20002,43.429587,-80.496500,280002
20002,43.430180,-80.496709,280003
20002,43.430590,-80.496734,280004
20002,43.431255,-80.496561,280005
20002,43.432770,-80.496082,280006
20002,43.432897,-80.496060,280007
20002,43.433666,-80.495988,280008
20002,43.433666,-80.495988,290001
20002,43.433872,-80.495969,290002
20002,43.434432,-80.495920,290003
20002,43.434591,-80.495772,290004
20002,43.434680,-80.495614,290005
20002,43.434947,-80.494872,290006
20002,43.435343,-80.493790,290007
20002,43.435343,-80.493790,300001
20002,43.435373,-80.493710,300002
20002,43.435911,-80.492218,300003
20002,43.435911,-80.492218,310001
20002,43.435929,-80.492170,310002
20002,43.436296,-80.491157,310003
20002,43.437819,-80.492184,310004
20002,43.438289,-80.492516,310005
20002,43.438474,-80.492701,310006
20002,43.438632,-80.492890,310007
20002,43.438632,-80.492890,320001
20002,43.438863,-80.493165,320002
20002,43.439095,-80.493497,320003
20002,43.439305,-80.493852,320004
20002,43.439627,-80.494526,320005
20002,43.440237,-80.496057,320006
20002,43.440237,-80.496057,330001
20002,43.440296,-80.496206,330002
20002,43.440499,-80.496711,330003
20002,43.440624,-80.497066,330004
20002,43.441021,-80.498131,330005
20002,43.441133,-80.498033,330006
20002,43.441741,-80.497403,330007
20002,43.441745,-80.497399,330008
20002,43.441745,-80.497399,340001
20002,43.442118,-80.497030,340002
20002,43.442356,-80.496781,340003
20002,43.443170,-80.495959,340004
20002,43.444260,-80.494847,340005
20002,43.444352,-80.494758,340006
20002,43.444598,-80.494507,340007
20002,43.444598,-80.494507,350001
20002,43.444951,-80.494150,350002
20002,43.445255,-80.493832,350003
20002,43.445547,-80.493542,350004
20002,43.445672,-80.493408,350005
20002,43.445672,-80.493408,360001
20002,43.445804,-80.493269,360002
20002,43.446142,-80.492930,360003
20002,43.446735,-80.492345,360004
20002,43.446735,-80.492345,370001
20002,43.446737,-80.492343,370002
20002,43.447594,-80.491461,370003
20002,43.447997,-80.491022,370004
20002,43.448504,-80.491893,370005
20002,43.448716,-80.492259,370006
20002,43.449111,-80.492904,370007
20002,43.449156,-80.493026,370008
20002,43.449191,-80.493216,370009
20002,43.449207,-80.493324,370010
20002,43.449218,-80.493452,370011
20002,43.449298,-80.493445,370012
20002,43.449444,-80.493389,370013
20002,43.449546,-80.493338,370014
20002,43.448927,-80.491773,370015
20003,43.418405,-80.535351,10001
20003,43.418386,-80.535462,10002
20003,43.418367,-80.536048,10003
20003,43.418417,-80.536542,10004
20003,43.418472,-80.536786,10005
20003,43.418625,-80.537251,10006
20003,43.418966,-80.537990,10007
20003,43.419359,-80.538817,10008
20003,43.419487,-80.539091,10009
20003,43.419487,-80.539091,20001
20003,43.419756,-80.539667,20002
20003,43.419887,-80.539909,20003
20003,43.420157,-80.540237,20004
20003,43.420257,-80.540315,20005
20003,43.420859,-80.540657,20006
20003,43.421599,-80.541076,20007
20003,43.421785,-80.541203,20008
20003,43.422068,-80.541494,20009
20003,43.422353,-80.541797,20010
20003,43.422353,-80.541797,30001
20003,43.422643,-80.542105,30002
20003,43.422950,-80.542432,30003
20003,43.422748,-80.542824,30004
20003,43.422587,-80.543390,30005
20003,43.422534,-80.543659,30006
20003,43.422526,-80.543871,30007
20003,43.422554,-80.544330,30008
20003,43.422585,-80.544871,30009
20003,43.422564,-80.545071,30010
20003,43.422501,-80.545327,30011
20003,43.422417,-80.545507,30012
20003,43.422417,-80.545507,40001
20003,43.422358,-80.545631,40002
20003,43.422210,-80.545781,40003
20003,43.421831,-80.546022,40004
20003,43.421269,-80.546383,40005
20003,43.421059,-80.546511,40006
20003,43.420922,-80.546638,40007
20003,43.420755,-80.546887,40008
20003,43.420347,-80.547836,40009
20003,43.420251,-80.548015,40010
20003,43.420016,-80.548221,40011
20003,43.420016,-80.548221,50001
20003,43.420015,-80.548222,50002
20003,43.419731,-80.548308,50003
20003,43.419490,-80.548300,50004
20003,43.419260,-80.548202,50005
20003,43.419016,-80.547899,50006
20003,43.418860,-80.547474,50007
20003,43.418825,-80.546521,50008
20003,43.418759,-80.546129,50009
20003,43.418533,-80.545729,50010
20003,43.418377,-80.545523,50011
20003,43.418377,-80.545523,60001
20003,43.418273,-80.545385,60002
20003,43.418093,-80.545127,60003
20003,43.417939,-80.544783,60004
20003,43.417876,-80.544527,60005
20003,43.417769,-80.543170,60006
20003,43.417764,-80.543109,60007
20003,43.417764,-80.543109,70001
20003,43.417595,-80.541133,70002
20003,43.417481,-80.540767,70003
20003,43.417394,-80.540564,70004
20003,43.417021,-80.540899,70005
20003,43.416851,-80.541029,70006
20003,43.416851,-80.541029,80001
20003,43.416790,-80.541075,80002
20003,43.416598,-80.541172,80003
20003,43.416298,-80.541221,80004
20003,43.415887,-80.541117,80005
20003,43.415239,-80.540884,80006
20003,43.414703,-80.540696,80007
20003,43.414703,-80.540696,90001
20003,43.414376,-80.540580,90002
20003,43.414140,-80.540387,90003
20003,43.413325,-80.539575,90004
20003,43.413122,-80.539372,90005
20003,43.413122,-80.539372,100001
20003,43.412563,-80.538811,100002
20003,43.412385,-80.538542,100003
20003,43.412324,-80.538380,100004
20003,43.412265,-80.537935,100005
20003,43.412316,-80.537579,100006
20003,43.412844,-80.536364,100007
20003,43.412960,-80.536133,100008
20003,43.413181,-80.535844,100009
20003,43.413355,-80.535698,100010
20003,43.413717,-80.535445,100011
20003,43.413717,-80.535445,110001
20003,43.413837,-80.535361,110002
20003,43.414530,-80.534911,110003
20003,43.414878,-80.534667,110004
20003,43.415307,-80.534399,110005
20003,43.415501,-80.534300,110006
20003,43.415732,-80.534247,110007
20003,43.416488,-80.534147,110008
20003,43.416562,-80.534135,110009
20003,43.416562,-80.534135,120001
20003,43.416902,-80.534078,120002
20003,43.417218,-80.534150,120003
20003,43.418485,-80.534893,120004
20003,43.418603,-80.534557,120005
20006,43.448927,-80.491773,10001
20006,43.448858,-80.491600,10002
20006,43.448736,-80.491699,10003
20006,43.448504,-80.491893,10004
20006,43.447997,-80.491022,10005
20006,43.447594,-80.491461,10006
20006,43.447119,-80.491950,10007
20006,43.447119,-80.491950,20001
20006,43.446737,-80.492343,20002
20006,43.446142,-80.492930,20003
20006,43.445815,-80.493258,20004
20006,43.445815,-80.493258,30001
20006,43.445804,-80.493269,30002
20006,43.445547,-80.493542,30003
20006,43.445255,-80.493832,30004
20006,43.444951,-80.494150,30005
20006,43.444676,-80.494429,30006
20006,43.444676,-80.494429,40001
20006,43.444352,-80.494758,40002
20006,43.444260,-80.494847,40003
20006,43.443170,-80.495959,40004
20006,43.442435,-80.496700,40005
20006,43.442435,-80.496700,50001
20006,43.442356,-80.496781,50002
20006,43.442118,-80.497030,50003
20006,43.441741,-80.497403,50004
20006,43.441133,-80.498033,50005
20006,43.441021,-80.498131,50006
20006,43.440624,-80.497066,50007
20006,43.440499,-80.496711,50008
20006,43.440296,-80.496206,50009
20006,43.440186,-80.495929,50010
20006,43.440186,-80.495929,60001
20006,43.439627,-80.494526,60002
20006,43.439305,-80.493852,60003
20006,43.439095,-80.493497,60004
20006,43.438863,-80.493165,60005
20006,43.438728,-80.493004,60006
20006,43.438728,-80.493004,70001
20006,43.438474,-80.492701,70002
20006,43.438289,-80.492516,70003
20006,43.437819,-80.492184,70004
20006,43.436296,-80.491157,70005
20006,43.436101,-80.491694,70006
20006,43.436101,-80.491694,80001
20006,43.435929,-80.492170,80002
20006,43.435373,-80.493710,80003
20006,43.435244,-80.494064,80004
20006,43.435244,-80.494064,90001
20006,43.434947,-80.494872,90002
20006,43.434680,-80.495614,90003
20006,43.434591,-80.495772,90004
20006,43.434432,-80.495920,90005
20006,43.434124,-80.495947,90006
20006,43.434124,-80.495947,100001
20006,43.433872,-80.495969,100002
20006,43.432897,-80.496060,100003
20006,43.432770,-80.496082,100004
20006,43.431255,-80.496561,100005
20006,43.430590,-80.496734,100006
20006,43.430180,-80.496709,100007
20006,43.429587,-80.496500,100008
20006,43.429341,-80.497256,100009
20006,43.429341,-80.497256,110001
20006,43.429014,-80.498263,110002
20006,43.428978,-80.498408,110003
20006,43.428951,-80.498697,110004
20006,43.428951,-80.498697,120001
20006,43.428929,-80.498942,120002
20006,43.428645,-80.501932,120003
20006,43.428645,-80.501932,130001
20006,43.428602,-80.502372,130002
20006,43.428498,-80.503578,130003
20006,43.428436,-80.504255,130004
20006,43.428433,-80.504715,130005
20006,43.428541,-80.505521,130006
20006,43.428547,-80.505813,130007
20006,43.428505,-80.506184,130008
20006,43.428418,-80.506538,130009
20006,43.428278,-80.506916,130010
20006,43.427900,-80.507776,130011
20006,43.427900,-80.507776,140001
20006,43.427846,-80.507900,140002
20006,43.427425,-80.508857,140003
20006,43.426893,-80.510064,140004
20006,43.426685,-80.510473,140005
20006,43.426453,-80.510805,140006
20006,43.426189,-80.511084,140007
20006,43.425179,-80.511942,140008
20006,43.425179,-80.511942,150001
20006,43.425077,-80.512030,150002
20006,43.424814,-80.512251,150003
20006,43.424477,-80.512460,150004
20006,43.424248,-80.512548,150005
20006,43.424007,-80.512602,150006
20006,43.424007,-80.512602,160001
20006,43.423953,-80.512613,160002
20006,43.423696,-80.512613,160003
20006,43.423328,-80.512565,160004
20006,43.422415,-80.512401,160005
20006,43.422296,-80.512405,160006
20006,43.422137,-80.512459,160007
20006,43.422014,-80.512536,160008
20006,43.421834,-80.512750,160009
20006,43.421733,-80.512989,160010
20006,43.421346,-80.514545,160011
20006,43.421156,-80.514901,160012
20006,43.420876,-80.515333,160013
20006,43.420848,-80.515382,160014
20006,43.420848,-80.515382,170001
20006,43.420651,-80.515718,170002
20006,43.421201,-80.516298,170003
20006,43.421824,-80.517021,170004
20006,43.423287,-80.518849,170005
20006,43.423369,-80.518923,170006
20006,43.423369,-80.518923,180001
20006,43.423509,-80.519051,180002
20006,43.424752,-80.520295,180003
20006,43.425582,-80.521143,180004
20006,43.425763,-80.521307,180005
20006,43.425763,-80.521307,190001
20006,43.426056,-80.521573,190002
20006,43.427248,-80.522512,190003
20006,43.428064,-80.523139,190004
20006,43.428732,-80.523599,190005
20006,43.428472,-80.524283,190006
20006,43.428472,-80.524283,200001
20006,43.427902,-80.525783,200002
20006,43.427634,-80.526490,200003
20006,43.427634,-80.526490,210001
20006,43.427540,-80.526739,210002
20006,43.427111,-80.527831,210003
20006,43.426800,-80.528670,210004
20006,43.426721,-80.528937,210005
20006,43.426697,-80.529225,210006
20006,43.426705,-80.529359,210007
20006,43.426705,-80.529359,220001
20006,43.426727,-80.529753,220002
20006,43.425755,-80.529838,220003
20006,43.424536,-80.529957,220004
20006,43.424536,-80.529957,230001
20006,43.424372,-80.529973,230002
20006,43.424112,-80.529957,230003
20006,43.423946,-80.529895,230004
20006,43.422602,-80.529341,230005
20006,43.422381,-80.529291,230006
20006,43.422096,-80.529305,230007
20006,43.422096,-80.529305,240001
20006,43.420427,-80.529391,240002
20006,43.420408,-80.529396,240003
20006,43.420408,-80.529396,250001
20006,43.420308,-80.529423,250002
20006,43.420028,-80.529560,250003
20006,43.419857,-80.529697,250004
20006,43.419688,-80.529907,250005
20006,43.419550,-80.530155,250006
20006,43.419445,-80.530433,250007
20006,43.419365,-80.530855,250008
20006,43.419199,-80.532731,250009
20006,43.419114,-80.533123,250010
20006,43.418838,-80.533886,250011
20006,43.418485,-80.534893,250012
20006,43.418405,-80.535351,250013
30010,43.425316,-80.490346,10001
30010,43.425469,-80.490514,10002
30010,43.425640,-80.490720,10003
30010,43.425765,-80.490854,10004
30010,43.425943,-80.491033,10005
30010,43.425974,-80.491072,10006
30010,43.426019,-80.491157,10007
30010,43.426038,-80.491254,10008
30010,43.426036,-80.491377,10009
30010,43.425794,-80.492545,10010
30010,43.425724,-80.492854,10011
30010,43.425586,-80.493452,10012
30010,43.425548,-80.493530,10013
30010,43.425512,-80.493583,10014
30010,43.425467,-80.493637,10015
30010,43.425201,-80.493892,10016
30010,43.425145,-80.493956,10017
30010,43.425105,-80.494046,10018
30010,43.424980,-80.494394,10019
30010,43.424683,-80.495249,10020
30010,43.424683,-80.495249,20001
30010,43.424555,-80.495617,20002
30010,43.424141,-80.496780,20003
30010,43.423870,-80.496616,20004
30010,43.423870,-80.496616,30001
30010,43.423828,-80.496590,30002
30010,43.423669,-80.496441,30003
30010,43.423571,-80.496285,30004
30010,43.423225,-80.495601,30005
30010,43.422878,-80.494947,30006
30010,43.422708,-80.494683,30007
30010,43.422396,-80.494376,30008
30010,43.422109,-80.494213,30009
30010,43.422008,-80.494181,30010
30010,43.422008,-80.494181,40001
30010,43.421682,-80.494083,40002
30010,43.421153,-80.497234,40003
30010,43.421153,-80.497234,50001
30010,43.421122,-80.497414,50002
30010,43.420928,-80.498574,50003
30010,43.420609,-80.500481,50004
30010,43.420596,-80.500564,50005
30010,43.420596,-80.500564,60001
30010,43.420381,-80.501903,60002
30010,43.420271,-80.502553,60003
30010,43.420271,-80.502553,70001
30010,43.420171,-80.503150,70002
30010,43.419939,-80.504450,70003
30010,43.419658,-80.506127,70004
30010,43.419577,-80.506571,70005
30010,43.419577,-80.506571,80001
30010,43.419566,-80.506633,80002
30010,43.419482,-80.506985,80003
30010,43.419391,-80.507266,80004
30010,43.419268,-80.507566,80005
30010,43.419143,-80.507812,80006
30010,43.418920,-80.508183,80007
30010,43.418624,-80.507859,80008
30010,43.418624,-80.507859,90001
30010,43.418053,-80.507236,90002
30010,43.417381,-80.506483,90003
30010,43.416286,-80.505262,90004
30010,43.416286,-80.505262,100001
30010,43.416223,-80.505192,100002
30010,43.414860,-80.503678,100003
30010,43.414693,-80.503495,100004
30010,43.414693,-80.503495,110001
30010,43.414439,-80.503217,110002
30010,43.413855,-80.502568,110003
30010,43.413311,-80.501956,110004
30010,43.413311,-80.501956,120001
30010,43.413206,-80.501839,120002
30010,43.413161,-80.501725,120003
30010,43.413152,-80.501597,120004
30010,43.413228,-80.501090,120005
30010,43.413351,-80.500259,120006
30010,43.414239,-80.500505,120007
30010,43.414304,-80.499885,120008
30010,43.414304,-80.499885,130001
30010,43.414323,-80.499702,130002
30010,43.414360,-80.499443,130003
30010,43.414602,-80.498472,130004
30010,43.414707,-80.498198,130005
30010,43.414707,-80.498198,140001
30010,43.414741,-80.498110,140002
30010,43.414923,-80.497893,140003
30010,43.415241,-80.497620,140004
30010,43.415539,-80.497342,140005
30010,43.415665,-80.497146,140006
30010,43.415724,-80.496967,140007
30010,43.415821,-80.496461,140008
30010,43.415875,-80.496174,140009
30010,43.415875,-80.496174,150001
30010,43.416141,-80.494761,150002
30010,43.416192,-80.494463,150003
30010,43.416305,-80.493890,150004
30010,43.416355,-80.493682,150005
30010,43.416355,-80.493682,160001
30010,43.416395,-80.493518,160002
30010,43.416081,-80.493271,160003
30010,43.415525,-80.492842,160004
30010,43.415120,-80.492523,160005
30010,43.414872,-80.492409,160006
30010,43.414872,-80.492409,170001
30010,43.414821,-80.492386,170002
30010,43.414722,-80.492356,170003
30010,43.413903,-80.492234,170004
30010,43.413277,-80.492048,170005
30010,43.412788,-80.491887,170006
30010,43.412788,-80.491887,180001
30010,43.412639,-80.491837,180002
30010,43.413001,-80.489613,180003
30010,43.413205,-80.488423,180004
30010,43.413384,-80.487279,180005
30010,43.413462,-80.486704,180006
30010,43.413497,-80.486311,180007
30010,43.413497,-80.486311,190001
30010,43.413511,-80.486149,190002
30010,43.413592,-80.485209,190003
30010,43.413679,-80.484579,190004
30010,43.413788,-80.483957,190005
30010,43.413869,-80.483576,190006
30010,43.413869,-80.483576,200001
30010,43.413919,-80.483342,200002
30010,43.414062,-80.482865,200003
30010,43.414237,-80.482409,200004
30010,43.414444,-80.481979,200005
30010,43.414552,-80.481796,200006
30010,43.414681,-80.481579,200007
30010,43.415711,-80.480103,200008
30010,43.415886,-80.479864,200009
30010,43.415562,-80.479510,200010
30010,43.415562,-80.479510,210001
30010,43.415484,-80.479424,210002
30010,43.414066,-80.477845,210003
30010,43.413862,-80.478189,210004
30010,43.413761,-80.478405,210005
30010,43.413707,-80.478548,210006
30010,43.413629,-80.478753,210007
30010,43.413820,-80.478859,210008
30010,43.414009,-80.478951,210009
30010,43.414216,-80.479024,210010
30010,43.414410,-80.479112,210011
30010,43.414468,-80.479096,210012
30011,43.414468,-80.479096,10001
30011,43.414511,-80.479083,10002
30011,43.414565,-80.478955,10003
30011,43.414561,-80.478837,10004
30011,43.414483,-80.478751,10005
30011,43.414396,-80.478752,10006
30011,43.413972,-80.478653,10007
30011,43.413849,-80.478609,10008
30011,43.413707,-80.478548,10009
30011,43.413761,-80.478405,10010
30011,43.413862,-80.478189,10011
30011,43.414066,-80.477845,10012
30011,43.415484,-80.479424,10013
30011,43.415886,-80.479864,10014
30011,43.415711,-80.480103,10015
30011,43.415635,-80.480212,10016
30011,43.415635,-80.480212,20001
30011,43.414681,-80.481579,20002
30011,43.414552,-80.481796,20003
30011,43.414444,-80.481979,20004
30011,43.414237,-80.482409,20005
30011,43.414066,-80.482855,20006
30011,43.414066,-80.482855,30001
30011,43.414062,-80.482865,30002
30011,43.413919,-80.483342,30003
30011,43.413788,-80.483957,30004
30011,43.413679,-80.484579,30005
30011,43.413592,-80.485209,30006
30011,43.413511,-80.486149,30007
30011,43.413462,-80.486704,30008
30011,43.413458,-80.486736,30009
30011,43.413458,-80.486736,40001
30011,43.413384,-80.487279,40002
30011,43.413205,-80.488423,40003
30011,43.413001,-80.489613,40004
30011,43.412699,-80.491474,40005
30011,43.412699,-80.491474,50001
30011,43.412639,-80.491837,50002
30011,43.413277,-80.492048,50003
30011,43.413903,-80.492234,50004
30011,43.414722,-80.492356,50005
30011,43.414821,-80.492386,50006
30011,43.415119,-80.492523,50007
30011,43.415119,-80.492523,60001
30011,43.415120,-80.492523,60002
30011,43.415525,-80.492842,60003
30011,43.416081,-80.493271,60004
30011,43.416395,-80.493518,60005
30011,43.416305,-80.493890,60006
30011,43.416288,-80.493976,60007
30011,43.416288,-80.493976,70001
30011,43.416192,-80.494463,70002
30011,43.416141,-80.494761,70003
30011,43.415844,-80.496341,70004
30011,43.415844,-80.496341,80001
30011,43.415821,-80.496461,80002
30011,43.415724,-80.496967,80003
30011,43.415665,-80.497146,80004
30011,43.415539,-80.497342,80005
30011,43.415241,-80.497620,80006
30011,43.414923,-80.497893,80007
30011,43.414870,-80.497956,80008
30011,43.414870,-80.497956,90001
30011,43.414741,-80.498110,90002
30011,43.414602,-80.498472,90003
30011,43.414360,-80.499443,90004
30011,43.414323,-80.499702,90005
30011,43.414265,-80.500248,90006
30011,43.414265,-80.500248,100001
30011,43.414239,-80.500505,100002
30011,43.413351,-80.500259,100003
30011,43.413228,-80.501090,100004
30011,43.413169,-80.501488,100005
30011,43.413169,-80.501488,110001
30011,43.413152,-80.501597,110002
30011,43.413161,-80.501725,110003
30011,43.413206,-80.501839,110004
30011,43.413855,-80.502568,110005
30011,43.414439,-80.503217,110006
30011,43.414784,-80.503594,110007
30011,43.414784,-80.503594,120001
30011,43.414860,-80.503678,120002
30011,43.416223,-80.505192,120003
30011,43.416482,-80.505480,120004
30011,43.416482,-80.505480,130001
30011,43.417381,-80.506483,130002
30011,43.418053,-80.507236,130003
30011,43.418469,-80.507690,130004
30011,43.418469,-80.507690,140001
30011,43.418920,-80.508183,140002
30011,43.419143,-80.507812,140003
30011,43.419268,-80.507566,140004
30011,43.419391,-80.507266,140005
30011,43.419482,-80.506985,140006
30011,43.419566,-80.506633,140007
30011,43.419658,-80.506127,140008
30011,43.419901,-80.504679,140009
30011,43.419901,-80.504679,150001
30011,43.419939,-80.504450,150002
30011,43.420171,-80.503150,150003
30011,43.420381,-80.501903,150004
30011,43.420483,-80.501270,150005
30011,43.420483,-80.501270,160001
30011,43.420609,-80.500481,160002
30011,43.420928,-80.498574,160003
30011,43.421090,-80.497607,160004
30011,43.421090,-80.497607,170001
30011,43.421122,-80.497414,170002
30011,43.421682,-80.494083,170003
30011,43.422109,-80.494213,170004
30011,43.422155,-80.494238,170005
30011,43.422155,-80.494238,180001
30011,43.422396,-80.494376,180002
30011,43.422708,-80.494683,180003
30011,43.422878,-80.494947,180004
30011,43.423225,-80.495601,180005
30011,43.423571,-80.496285,180006
30011,43.423669,-80.496441,180007
30011,43.423828,-80.496590,180008
30011,43.424018,-80.496705,180009
30011,43.424018,-80.496705,190001
30011,43.424141,-80.496780,190002
30011,43.424555,-80.495617,190003
30011,43.424690,-80.495226,190004
30011,43.424690,-80.495226,200001
30011,43.424980,-80.494394,200002
30011,43.425105,-80.494046,200003
30011,43.425145,-80.493956,200004
30011,43.425201,-80.493892,200005
30011,43.425467,-80.493637,200006
30011,43.425512,-80.493583,200007
30011,43.425548,-80.493530,200008
30011,43.425586,-80.493452,200009
30011,43.425724,-80.492854,200010
30011,43.425794,-80.492545,200011
30011,43.426036,-80.491377,200012
30011,43.426038,-80.491254,200013
30011,43.426019,-80.491157,200014
30011,43.425974,-80.491072,200015
30011,43.425943,-80.491033,200016
30011,43.425765,-80.490854,200017
30011,43.425640,-80.490720,200018
30011,43.425469,-80.490514,200019
30011,43.425064,-80.490069,200020
30011,43.425064,-80.490069,210001
30011,43.424588,-80.489544,210002
30011,43.424517,-80.489467,210003
30011,43.424402,-80.489341,210004
30011,43.424147,-80.489040,210005
30011,43.423252,-80.488064,210006
30011,43.422818,-80.487563,210007
30011,43.422858,-80.487218,210008
30011,43.422951,-80.486843,210009
30011,43.422978,-80.486778,210010
30011,43.422978,-80.486778,220001
30011,43.423135,-80.486399,220002
30011,43.423329,-80.485981,220003
30011,43.423496,-80.485658,220004
30011,43.423667,-80.485396,220005
30011,43.423909,-80.485094,220006
30011,43.424322,-80.484637,220007
30011,43.425190,-80.483795,220008
30011,43.425190,-80.483795,230001
30011,43.425365,-80.483625,230002
30011,43.426672,-80.482428,230003
30011,43.426827,-80.482271,230004
30011,43.426984,-80.482125,230005
30011,43.427353,-80.481776,230006
30011,43.427767,-80.481391,230007
30011,43.427918,-80.481297,230008
30011,43.428075,-80.481255,230009
30011,43.428296,-80.481254,230010
30011,43.428932,-80.481370,230011
30011,43.429282,-80.481421,230012
30011,43.429282,-80.481421,240001
30011,43.429515,-80.481456,240002
30011,43.429619,-80.481458,240003
30011,43.429898,-80.481397,240004
30011,43.430135,-80.481215,240005
30011,43.430479,-80.480789,240006
30011,43.430479,-80.480789,250001
30011,43.431288,-80.479793,250002
30011,43.431451,-80.479622,250003
30011,43.431479,-80.479605,250004
30011,43.431479,-80.479605,260001
30011,43.431576,-80.479544,260002
30011,43.431770,-80.479446,260003
30011,43.432876,-80.479097,260004
30011,43.433622,-80.478852,260005
30011,43.433990,-80.478738,260006
30011,43.434294,-80.479102,260007
30011,43.434294,-80.479102,270001
30011,43.434593,-80.479459,270002
30011,43.434830,-80.481062,270003
30011,43.435132,-80.483065,270004
30011,43.435132,-80.483065,280001
30011,43.435165,-80.483282,280002
30011,43.435390,-80.484803,280003
30011,43.435483,-80.485187,280004
30011,43.435557,-80.485352,280005
30011,43.435630,-80.485462,280006
30011,43.435826,-80.485679,280007
30011,43.435826,-80.485679,290001
30011,43.437131,-80.487126,290002
30011,43.437581,-80.487608,290003
30011,43.437675,-80.487481,290004
30011,43.437872,-80.487284,290005
30011,43.437872,-80.487284,300001
30011,43.438514,-80.486640,300002
30011,43.439531,-80.485667,300003
30011,43.440544,-80.484784,300004
30011,43.441164,-80.484247,300005
30011,43.441342,-80.484572,300006
30011,43.441342,-80.484572,310001
30011,43.441440,-80.484749,310002
30011,43.442228,-80.486116,310003
30011,43.442514,-80.486609,310004
30011,43.442514,-80.486609,320001
30011,43.442948,-80.487357,320002
30011,43.443844,-80.488909,320003
30011,43.444055,-80.489269,320004
30011,43.444055,-80.489269,330001
30011,43.444077,-80.489308,330002
30011,43.444723,-80.490419,330003
30011,43.444923,-80.490775,330004
30011,43.445175,-80.491202,330005
30011,43.445175,-80.491202,340001
30011,43.445362,-80.491519,340002
30011,43.445762,-80.492215,340003
30011,43.446142,-80.492930,340004
30011,43.446735,-80.492345,340005
30011,43.446735,-80.492345,350001
30011,43.446737,-80.492343,350002
30011,43.447594,-80.491461,350003
30011,43.447997,-80.491022,350004
30011,43.448504,-80.491893,350005
30011,43.448716,-80.492259,350006
30011,43.449111,-80.492904,350007
30011,43.449156,-80.493026,350008
30011,43.449191,-80.493216,350009
30011,43.449207,-80.493324,350010
30011,43.449218,-80.493452,350011
30011,43.449298,-80.493445,350012
30011,43.449444,-80.493389,350013
30011,43.449546,-80.493338,350014
30011,43.449129,-80.492284,350015
30012,43.414468,-80.479096,10001
30012,43.414511,-80.479083,10002
30012,43.414565,-80.478955,10003
30012,43.414561,-80.478837,10004
30012,43.414483,-80.478751,10005
30012,43.414396,-80.478752,10006
30012,43.413972,-80.478653,10007
30012,43.413849,-80.478609,10008
30012,43.413707,-80.478548,10009
30012,43.413761,-80.478405,10010
30012,43.413862,-80.478189,10011
30012,43.414066,-80.477845,10012
30012,43.415484,-80.479424,10013
30012,43.415886,-80.479864,10014
30012,43.415711,-80.480103,10015
30012,43.415635,-80.480212,10016
30012,43.415635,-80.480212,20001
30012,43.414681,-80.481579,20002
30012,43.414552,-80.481796,20003
30012,43.414444,-80.481979,20004
30012,43.414237,-80.482409,20005
30012,43.414066,-80.482855,20006
30012,43.414066,-80.482855,30001
30012,43.414062,-80.482865,30002
30012,43.413919,-80.483342,30003
30012,43.413788,-80.483957,30004
30012,43.413679,-80.484579,30005
30012,43.413592,-80.485209,30006
